team_id,team,win_pct,off_rtg,def_rtg,net_rtg,pace,efg_pct,ts_pct,tov_pct,orb_pct,drb_pct,is_champion,season_end
1610612741,Chicago Bulls,0.402,102.9,106,-3.1,94.04,0.47,0.515,0.154,0.325,0.687,0,2008
1610612739,Cleveland Cavaliers,0.549,104.8,105.4,-0.6,91.06,0.48,0.52,0.152,0.334,0.715,0,2008
1610612742,Dallas Mavericks,0.622,109.5,104.7,4.8,91.38,0.502,0.554,0.138,0.3,0.716,0,2008
1610612743,Denver Nuggets,0.61,108.9,105.5,3.4,100.58,0.51,0.557,0.144,0.292,0.686,0,2008
1610612765,Detroit Pistons,0.72,109.8,101.5,8.3,88.54,0.495,0.539,0.131,0.327,0.7,0,2008
1610612744,Golden State Warriors,0.585,110.4,108.5,1.9,99.96,0.511,0.548,0.131,0.301,0.672,0,2008
1610612745,Houston Rockets,0.671,105.4,100.5,4.8,91.42,0.492,0.528,0.15,0.323,0.711,0,2008
1610612754,Indiana Pacers,0.439,105.1,106.3,-1.2,98.64,0.498,0.54,0.152,0.278,0.701,0,2008
1610612746,Los Angeles Clippers,0.28,99.9,107.4,-7.5,93.38,0.465,0.519,0.153,0.267,0.703,0,2008
1610612747,Los Angeles Lakers,0.695,111.7,104.3,7.3,96.7,0.525,0.57,0.145,0.297,0.702,0,2008
1610612763,Memphis Grizzlies,0.268,103.9,110.2,-6.3,96.33,0.5,0.539,0.157,0.277,0.706,0,2008
1610612748,Miami Heat,0.183,99.4,108.8,-9.4,91.24,0.482,0.522,0.159,0.264,0.681,0,2008
1610612749,Milwaukee Bucks,0.317,103.9,111.1,-7.2,92.61,0.482,0.522,0.158,0.332,0.694,0,2008
1610612750,Minnesota Timberwolves,0.268,102.7,110,-7.3,92.84,0.484,0.518,0.156,0.314,0.703,0,2008
1610612751,New Jersey Nets,0.415,102.3,107.7,-5.4,92.96,0.481,0.528,0.16,0.3,0.706,0,2008
1610612740,New Orleans Hornets,0.683,110,104.4,5.6,91.04,0.512,0.548,0.13,0.3,0.717,0,2008
1610612752,New York Knicks,0.28,103.5,110.4,-6.8,92.76,0.475,0.518,0.155,0.321,0.697,0,2008
1610612753,Orlando Magic,0.634,110.4,104.9,5.6,94.02,0.537,0.575,0.151,0.274,0.709,0,2008
